&FCI NORB = 21, NELEC=22 , MS2=2, 
 ORBSYM=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
 ISYM=1, 
&END 
  2.6152067351337599E-01    1    1    1    1 
  0.0000000000000000E+00    2    1    1    1 
  9.3840226020597175E-04    2    1    2    1 
  1.7046256108970795E-01    2    2    1    1 
  0.0000000000000000E+00    2    2    2    1 
  2.6820791370879649E-01    2    2    2    2 
  0.0000000000000000E+00    3    1    1    1 
  0.0000000000000000E+00    3    1    2    1 
  0.0000000000000000E+00    3    1    2    2 
  8.7206112795613078E-02    3    1    3    1 
  0.0000000000000000E+00    3    2    1    1 
  0.0000000000000000E+00    3    2    2    1 
  0.0000000000000000E+00    3    2    2    2 
  0.0000000000000000E+00    3    2    3    1 
  5.2300852700826843E-02    3    2    3    2 
  2.3261798183376842E-01    3    3    1    1 
  0.0000000000000000E+00    3    3    2    1 
  2.1092030587644242E-01    3    3    2    2 
  0.0000000000000000E+00    3    3    3    1 
  0.0000000000000000E+00    3    3    3    2 
  2.3560815383287917E-01    3    3    3    3 
  0.0000000000000000E+00    4    1    1    1 
  0.0000000000000000E+00    4    1    2    1 
  0.0000000000000000E+00    4    1    2    2 
  0.0000000000000000E+00    4    1    3    1 
  0.0000000000000000E+00    4    1    3    2 
  0.0000000000000000E+00    4    1    3    3 
  8.8936361081372903E-04    4    1    4    1 
  0.0000000000000000E+00    4    2    1    1 
  0.0000000000000000E+00    4    2    2    1 
  0.0000000000000000E+00    4    2    2    2 
  0.0000000000000000E+00    4    2    3    1 
  0.0000000000000000E+00    4    2    3    2 
  0.0000000000000000E+00    4    2    3    3 
  0.0000000000000000E+00    4    2    4    1 
  8.3599846406483562E-04    4    2    4    2 
  0.0000000000000000E+00    4    3    1    1 
  0.0000000000000000E+00    4    3    2    1 
  0.0000000000000000E+00    4    3    2    2 
  0.0000000000000000E+00    4    3    3    1 
  0.0000000000000000E+00    4    3    3    2 
  0.0000000000000000E+00    4    3    3    3 
  0.0000000000000000E+00    4    3    4    1 
  0.0000000000000000E+00    4    3    4    2 
  8.0453844431819361E-04    4    3    4    3 
  1.6205270249989018E-01    4    4    1    1 
  0.0000000000000000E+00    4    4    2    1 
  1.6180319308595742E-01    4    4    2    2 
  0.0000000000000000E+00    4    4    3    1 
  0.0000000000000000E+00    4    4    3    2 
  1.6127989673175525E-01    4    4    3    3 
  0.0000000000000000E+00    4    4    4    1 
  0.0000000000000000E+00    4    4    4    2 
  0.0000000000000000E+00    4    4    4    3 
  1.7612483193510409E-01    4    4    4    4 
  0.0000000000000000E+00    5    1    1    1 
  0.0000000000000000E+00    5    1    2    1 
  0.0000000000000000E+00    5    1    2    2 
  0.0000000000000000E+00    5    1    3    1 
  0.0000000000000000E+00    5    1    3    2 
  0.0000000000000000E+00    5    1    3    3 
  0.0000000000000000E+00    5    1    4    1 
  0.0000000000000000E+00    5    1    4    2 
  6.9000627310848012E-04    5    1    4    3 
  0.0000000000000000E+00    5    1    4    4 
  9.9932507221712802E-04    5    1    5    1 
  0.0000000000000000E+00    5    2    1    1 
  0.0000000000000000E+00    5    2    2    1 
  0.0000000000000000E+00    5    2    2    2 
  0.0000000000000000E+00    5    2    3    1 
  0.0000000000000000E+00    5    2    3    2 
  0.0000000000000000E+00    5    2    3    3 
  0.0000000000000000E+00    5    2    4    1 
  0.0000000000000000E+00    5    2    4    2 
  0.0000000000000000E+00    5    2    4    3 
  0.0000000000000000E+00    5    2    4    4 
  0.0000000000000000E+00    5    2    5    1 
  8.7130087309026478E-04    5    2    5    2 
  0.0000000000000000E+00    5    3    1    1 
  0.0000000000000000E+00    5    3    2    1 
  0.0000000000000000E+00    5    3    2    2 
